Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
Sikar Road,Red Curry & Kabab,"Shop 20, Opposite Vidyadhar Nagar Bus Depot, Sikar Road, Jaipur",['Quick Bites'],₹450,['North Indian'],3.4,132
Sikar Road,Khurafati Smoothies & Shakes,"P 20, Vijay Bari, Path 7, Sikar Road, Jaipur","['Beverage Shop', 'Quick Bites']",₹200,"['Beverages', 'Fast Food']",3.4,160
Sikar Road,Little China,"67, Saket Colony, Vijay Bari Vidhyadhar Nagar, Near Sikar Road, Jaipur",['Quick Bites'],₹500,"['Chinese', 'Fast Food', 'North Indian']",3.8,147
Sikar Road,My Cafe,"Shop 23- 25, Jangid Plaza, Radha Govind Colony, Dher Ke Balaji, Sikar Road, Jaipur",['Café'],₹500,"['Cafe', 'Fast Food']",3.7,139
Sikar Road,Negchar Bagh Restaurant & Banquet,"Plot 4, Near Petrol Pump, Near Sikar Road, Jaipur",['Casual Dining'],₹800,"['North Indian', 'South Indian', 'Fast Food', 'Rajasthani', 'Chinese']",3.4,116
Sikar Road,National Chicken Take Away,"Shop 55-56, Near Alka Cinema, Sikar Road, Jaipur",['Quick Bites'],₹350,"['North Indian', 'Mughlai']",3.4,157
Sikar Road,Kaniram's Sweets & Restaurant,"Opposite Road 4, VKI Main Road, Sikar Road, Jaipur",['Casual Dining'],₹600,"['Mithai', 'Street Food', 'North Indian', 'South Indian']",3.2,161
Sikar Road,Shankar Dhaba & Garden,"Shop 4-6, Road 8, VKI Area, Sikar Road, Jaipur",['Dhaba'],₹450,['North Indian'],3.9,136
Sikar Road,Shankar Dhaba,"Shop 8 & 9, Dher Ka Balaji, Sikar Road, Jaipur",['Dhaba'],₹250,['North Indian'],3.4,141
Sikar Road,RJ 18 Dhaba,"Shop 8-9, Sant Bandhu Market, Near Alka Cinema, Sikar Road, Jaipur",['Dhaba'],₹300,['North Indian'],3.9,146
Sikar Road,Aapno Gaon,"Road 14, Bypass New Loha Mandi Road, Vishwakarma Industrial Area, Sikar Road, Jaipur",['Quick Bites'],₹600,['Rajasthani'],4.3,126
Sikar Road,Manuhar,"20, Pravasi Nagar, Murlipura, Sikar Road, Jaipur",['Casual Dining'],₹600,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",3.5,93
Sikar Road,Roxas - Rooftop Lounge,"20, Pravasi Nagar, Murlipura, Near Sikar Road, Jaipur","['Casual Dining', 'Lounge']",₹800,"['North Indian', 'Continental', 'Chinese', 'Fast Food', 'Finger Food', 'Beverages']",3.2,83
Sikar Road,Shree Ram Dhaba,"19, Near ARG Group Building, VKI Area, Sikar Road, Jaipur",['Dhaba'],₹350,['North Indian'],3.4,109
Sikar Road,Saini Dhaba,"Road 1, VKI Area, Sikar Road, Jaipur",['Dhaba'],₹350,['North Indian'],3.4,95
Sikar Road,Shree Radhey Bakers,"35, Shiv Nagar, Opposite Goras Bhandar, Murlipura, Sikar Road, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food', 'Street Food', 'South Indian']",3.5,118
Sikar Road,Mumal Mughlai Kebabs,"Hotel Mumal Palace, Ambabari, Sikar Road, Jaipur",[],₹500,['North Indian'],3.5,67
Sikar Road,Sharma Bhojnalaya,"Shop 8 AA, Sant Bandhu Market, Near Alka Cinema, Sikar Road, Jaipur",['Dhaba'],₹250,['North Indian'],2.8,84
Sikar Road,Cake Me,"Shop 245, Sindhu Nagar, Partap Nagar, Murlipura, Sikar Road, Jaipur",['Bakery'],₹300,['Bakery'],3.6,66
Sikar Road,Poddar Sweets,"A-21-A, Poddar Corner, Near Chomu Pulia, Sikar Road, Jaipur",['Sweet Shop'],₹100,"['Mithai', 'Street Food']",3.0,90
Sikar Road,Shree Govindam Dhaba,"Shop 10 & 11, Murlipura, Sikar Road, Jaipur",['Dhaba'],₹250,['North Indian'],3.4,86
Sikar Road,Cake Box,"Plot 627, Extension Road 9, Pratap Nagar, Sikar Road, Jaipur",['Bakery'],₹300,['Bakery'],3.4,42
Sikar Road,Shree Sharma Dhaba,"Plot 4, Shiv Nagar Colony, Ward 3, Sikar Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.2,47
Sikar Road,Mumal Restaurant & Bar,"Hotel Mumal Palace, Ambabari, Sikar Road, Jaipur","['Casual Dining', 'Bar']","₹1,100","['North Indian', 'Chinese', 'Finger Food']",3.3,60
Sikar Road,Mr. Pizza,"185, Kedia Palacr Road, Murlipura, Shiv Nagar, Sikar Road, Jaipur",['Quick Bites'],₹300,"['Pizza', 'Fast Food']",3.5,47
Sikar Road,KGN Bakers And Cafe,"Plot 245, Sindhu Nagar, Pratap Nagar Choraha, Murlipura, Sikar Road, Jaipur","['Bakery', 'Quick Bites']",₹250,"['Bakery', 'Sandwich', 'Pizza', 'Fast Food']",3.5,53
Sikar Road,Kesar Dhaba Restaurant,"6, Vikar Nagar, Near Khetan Hospital Crossing, Sikar Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Fast Food']",3.4,53
Sikar Road,Shree Balaji Thali House,"3B, Dev Niketan, Opposite Vishal Mega Mart, Sikar Road, Jaipur",[],₹400,['North Indian'],3.4,56
Sikar Road,Hotel Desert Raaga Restaurant,"Hotel Desert Raaga, Dehar Ke Balaji, Sikar Road, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Fast Food', 'South Indian']",3.3,41
Sikar Road,The Jaipur Takeaway,"Buteda House Ambabari, Near Chomu Pulia, Sikar Road, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Pizza', 'North Indian', 'Beverages']",3.2,30
Sikar Road,Red Chilli Restaurant,"B 129, Arya Nagar Extension, Near Om Tower, Murlipura, Sikar Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.3,47
Sikar Road,Choudhary Hotel,"Road 1, V.K.I Area, Sikar Road, Jaipur",['Quick Bites'],₹250,"['North Indian', 'Rajasthani']",3.3,47
Sikar Road,Sharma Tandoori Dhaba,"14-16, Road 12, Opposite Reliance Market, Sikar Road, Jaipur",['Dhaba'],₹350,['North Indian'],3.3,29
Sikar Road,Sunflower - Hotel Paradise,"Hotel Paradise, A 2/3/11/12, Metal Colony, Sikar Road, Jaipur",['Fine Dining'],"₹1,500","['North Indian', 'Chinese', 'Continental']",3.4,24
Sikar Road,Non-Veg King,"Shop 23, Shankar Vihar, Near Divine Institute, Murlipura, Sikar Road, Jaipur",['Quick Bites'],₹300,['North Indian'],3.6,29
Sikar Road,Sandwich Farm,"Shop 4, Opposite Main Chomu Pulia Bus Stand, Near ICICI ATM, Ambabari, Sikar Road, Jaipur",['Quick Bites'],₹500,"['Sandwich', 'Fast Food', 'Beverages']",3.2,25
Sikar Road,The Juice Park,"Shop 4, Opposite Main Chomu Pulia Bus Stand, Near ICICI ATM, Ambabari, Sikar Road, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Beverages']",3.3,23
Sikar Road,Pizza Master,"Shop 4, Opposite Main Chomu Pulia Bus Stand, Near ICICI ATM, Ambabari, Sikar Road, Jaipur",['Quick Bites'],₹550,"['Pizza', 'Fast Food', 'Beverages']",3.6,21
Sikar Road,Eats And Treat Cafe,"Shop 4, Kedia House, Near Divine Institute, Murlipura, Sikar Road, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Pizza', 'Beverages']",3.1,32
Sikar Road,Galaxy Inn,"Hotel Galaxy Inn, Opposite Metro Wholesale, Road 9, Sikar Road, Jaipur",['Casual Dining'],₹600,"['Chinese', 'North Indian', 'South Indian']",3.2,26
Sikar Road,Liquid Ice - Hotel Paradise,"Hotel Paradise, A 2/3/11/12, Metal Colony, Sikar Road, Jaipur",['Bar'],"₹1,200",['Finger Food'],3.3,30
Sikar Road,The London Shakes & Cafe,"53, Path 1, Maharaja Colony, Vijay Bari, Dahar Ka Balaji, Sikar Road, Jaipur","['Beverage Shop', 'Quick Bites']",₹450,"['Beverages', 'Fast Food']",3.3,19
Sikar Road,Swagat Restaurant,"Vishwakarma Industrial Area, Road 1, Near Sikar Road, Jaipur",['Casual Dining'],₹550,"['North Indian', 'South Indian', 'Chinese']",3.1,15
Sikar Road,Jeetu Paan Wala.com,"VKI Road, Near Sharma Dhaba, Sikar Road, Jaipur",['Paan Shop'],₹100,['Paan'],3.2,27
Sikar Road,Lajawab Sabjiwalaj,"Oppposite Manipal Hospital, Sikar Road, Jaipur",[],₹300,"['North Indian', 'Chinese', 'Rajasthani']",3.3,20
Sikar Road,Faasos,"Khasra 52 & 53, 1st Floor, 3 VKI, Near Shree Shyam Tata Motors, Sikar Road, Jaipur",[],₹550,"['North Indian', 'Fast Food', 'Biryani', 'Rolls', 'Wraps']",3.2,12
Sikar Road,Five Senses,"Hotel Park Ocean, Opposite Bhawani Niketan School, Sikar Road, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Mughlai']",3.4,12
Sikar Road,M.S. Bakers,"63, Road 1, Shiv Nagar, Vivekanand Senior Secondary School, Murlipura, Sikar Road, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food']",3.2,14
Sikar Road,Baskin Robbins,"Jain Bhawan, Bajaj Road, Sikar Road, Jaipur",['Dessert Parlor'],₹300,"['Ice Cream', 'Desserts', 'Beverages']",3.2,18
Sikar Road,Kirodiwal Sweets,"Plot 25, Apna Aangan, New Loha Mandi Road, Macheda, Sikar Road, Jaipur",['Sweet Shop'],₹300,"['Mithai', 'Fast Food', 'Street Food', 'South Indian']",3.1,14
Sikar Road,Shyam Restaurant,"Hotel Shyam, Road 9, V.K.I. Area, Sikar Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.1,12
Sikar Road,Dhakad Samosa's & Sweet Caters,"D-25, Thimas Colony, Murlipura, Sikar Road, Jaipur","['Sweet Shop', 'Quick Bites']",₹250,"['Mithai', 'Street Food']",3.0,18
Sikar Road,Shree Baba Hotel and Restaurant,"Road 14, VKI Area, Sikar Road, Jaipur","['Quick Bites', 'Sweet Shop']",₹300,"['Street Food', 'Mithai']",3.1,20
Sikar Road,Legend Restaurant,"Libra Hotel, Opposite Bhawani Niketan School, Sikar Road, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Chinese', 'Continental']",2.9,8
Sikar Road,Food Junction,"Near Goyal Marriage Garden, Kedia Palace Road, Sikar Road, Jaipur",['Quick Bites'],₹350,"['Chinese', 'North Indian', 'Fast Food', 'Street Food']",3.0,16
Sikar Road,Kitchen King,"Plot 3, Scheme 2, Opposite Vidhyadhar Nagar Bus Depot, Sikar Road, Jaipur","['Casual Dining', 'Bar']",₹900,"['North Indian', 'Chinese']",NEW,13
Sikar Road,Brijesh Sweets Caterers,"A 455/456, Murlipura Scheme, Sikar Road, Jaipur",['Sweet Shop'],₹250,"['Mithai', 'Street Food']",3.1,11
Sikar Road,Behrouz Biryani,Delivery Only,[],₹700,"['Biryani', 'North Indian', 'Mughlai']",3.0,10
Sikar Road,Goli Vada Pav No. 1,"41A, Pravasi Nagar, Kedia Palace Chauraha, Murlipura, Sikar Road, Jaipur",['Quick Bites'],₹150,"['Street Food', 'Fast Food']",NEW,12
Sikar Road,Roasted And Kebabs,"Road 1, A 186, Murlipura, Near Goras Bhandhar, Sikar Road, Jaipur",['Quick Bites'],₹700,"['Chinese', 'North Indian', 'Biryani']",3.2,10
Sikar Road,Pari Restaurant,"Near Motu Ka Bass, Rajarampura, 500 Meter Toll Plaza, Sikar Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'South Indian', 'Fast Food']",3.1,11
Sikar Road,Jeeman Garden Restaurant,"Road 1, VKI Industrial Area, Opposite Jyoti Petrol Pump, Sikar Road, Jaipur",['Casual Dining'],₹300,['North Indian'],2.9,12
Sikar Road,Shankar Dhaba Murlipura Scheme,"Oppposite Pani Ki Tanki, Bank Road, Murlipura Scheme, Sikar Road, Jaipur",['Quick Bites'],₹350,['North Indian'],2.7,9
Sikar Road,RJ 3636,"Shop 17, Plot-116 B, Road 8, Vishwakarma Industrial Area, Sikar Road, Jaipur",['Quick Bites'],₹350,"['Mughlai', 'North Indian', 'Fast Food']",2.8,7
Sikar Road,The Polo Bar,"Khandwa Haveli, Ambabari, Sikar Road, Jaipur",['Bar'],"₹2,000","['Finger Food', 'North Indian', 'Chinese', 'Continental']",2.8,12
Sikar Road,The Nandaz,"Plot 2, Dher Ka Balaji, Ratan Nagar, Sikar Road, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Chinese', 'North Indian']",3.1,11
Sikar Road,Dhani RJ23,"Near NR Paradise, Benar Road, Murlipura, Sikar Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Chinese']",3.0,No-Votes
Sikar Road,Jungle Jhatka,"S 2/32, Ricco Complex, Road 1, VKI, Behind Malpani Hospital, Sikar Road, Jaipur",[],₹400,['North Indian'],2.9,7
Sikar Road,Shiv Dhaba,"Malani House, Opposite Road 1, Sikar Road, Jaipur",['Dhaba'],₹300,['North Indian'],3.3,9
Sikar Road,Talk Of The Town,"Mill Bhavan, Road 1, Opposite Jyoti Petrol Pump, Sikar Road, Jaipur",['Quick Bites'],₹700,"['North Indian', 'Mughlai']",-,No-Votes
Sikar Road,Jaipur Heritage Dhaba,"CPE-1, Road 14, Vishwakarma Industrial Area, Near Sikar Raod, Jaipur",['Casual Dining'],₹600,['North Indian'],3.0,5
Sikar Road,Baba Bakery,"Path 7, Khetan Hospital Sikar Road, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food']",3.0,11
Sikar Road,Lazeez Kabab & Food,"C-95, Murlipura Scheme, Murlipura Circle, Sikar Road, Jaipur",[],₹300,"['North Indian', 'Mughlai']",-,5
Sikar Road,The Chamber Of Princess,"Khandwa Haveli, Ambabari, Sikar Road, Jaipur",['Casual Dining'],"₹1,300","['North Indian', 'Chinese', 'Italian', 'Mughlai', 'Fast Food', 'BBQ']",-,10
Sikar Road,Breeze,"Hotel Whispering Palms, Sun n Moon Complex, Sector 5, Vidyadhar Nagar, Sikar Road, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'Chinese', 'Mughlai']",2.8,9
Sikar Road,The Bar,"Hotel Whispering Palms, Sun n Moon Complex, Sector 5, Vidyadhar Nagar, Sikar Road, Jaipur",['Bar'],"₹1,300","['Finger Food', 'North Indian', 'Chinese']",2.9,9
Sikar Road,Roshan Da Dhaba,"185, Aravali Vihar, Murlipura, Sikar Road, Jaipur",['Dhaba'],₹500,['North Indian'],2.9,11
Sikar Road,Taashli,"Khandwa Haveli, Ambabari, Sikar Road, Jaipur",[],₹400,"['North Indian', 'Fast Food']",-,8
Sikar Road,Sunrise Fast food Corner,"Plot 8 & 9, Near Rainbow Public School, Bhagat Singh Circle, Braj Colony, Sikar Road, Jaipur",['Quick Bites'],₹200,"['South Indian', 'Fast Food', 'North Indian']",2.9,7
Sikar Road,Sherawat Juice And Ice Cream Parlour,"Shop 38-39, Bye Pass Circle Main Sikar Road, Jaipur",['Beverage Shop'],₹150,['Beverages'],NEW,7
Sikar Road,Rajputana Foods,"52, Pratap Nagar, Murlipura, Near Vaid Ll Chauraha, Sikar Road, Jaipur",['Quick Bites'],₹350,['North Indian'],-,No-Votes
Sikar Road,Madhuvan Hotel & Restaurant,"Opposite Eden Garden, Rajawas, Sikar Road, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Chinese']",-,6
Sikar Road,Sherawat Sweets,"Shop 38-39, Scheme VK 2nd, Road 14, Bypass Circle, VKI Area, Harmada, Sikar Road, Jaipur",['Sweet Shop'],₹500,"['Mithai', 'Street Food']",-,4
Sikar Road,Shree Krishna Pavitra Bhojnalaya,"Kadia Palace Road, Near Murlipura Thana, Sikar Road, Jaipur",['Quick Bites'],₹350,['North Indian'],-,No-Votes
Sikar Road,Star Egg Point,"11 B, Sitaram Puri Colony, Bans Factory Rode, 5 Under By Pass, Near Bheji Ka Chauraha, Sikar Road, Jaipur",['Quick Bites'],₹200,['Fast Food'],-,No-Votes
Sikar Road,Shri Shyam Pavitra Bhojanalaya,"3-4, Sant Bandhu Market, Near Alka Cinema, Sikar Road, Jaipur",['Quick Bites'],₹150,['North Indian'],-,5
Sikar Road,Om Sharma Dhaba,"Road 5, VKI Area, Sikar Road, Jaipur",['Dhaba'],₹300,['North Indian'],-,5
Sikar Road,Ashoka Dhaba,"Opposite Road 12, V.K.I. Area, Near PNB Bank, Sikar Road, Jaipur",['Quick Bites'],₹300,['North Indian'],NEW,4
Sikar Road,Shree Ram Foods,"Near Alka Cinema, Sikar Road, Jaipur",['Quick Bites'],₹300,['North Indian'],-,No-Votes
Sikar Road,Pakwan And Nawabsaab,"2nd Floor, Bioscope Mall, Rani Sati Road, Sikar Road, Jaipur",['Casual Dining'],₹650,"['North Indian', 'Chinese']",-,4
Sikar Road,Stay Well Cafe,"G-18, Rameshwar Dham, Near HP Petrol Pump, Kedia Palace Road, Murlipura Scheme, Sikar Road, Jaipur",['Quick Bites'],₹350,"['Fast Food', 'Chinese', 'Beverages']",-,No-Votes
Sikar Road,The Biryani Life,Delivery Only,[],₹350,"['Biryani', 'North Indian']",-,No-Votes
Sikar Road,Firangi Bake,"1st Floor, Khasra 52 & 53, Near Shree Shyam Tata Motors, 3 VKI, Sikar Road, Jaipur",[],₹400,"['Mexican', 'Italian']",-,No-Votes
Sikar Road,Kasba N.D. Hotel And Resorts,"Shop 26, Lohamandi Road, Sikar Road, Jaipur",['Quick Bites'],₹350,['North Indian'],-,No-Votes
Sikar Road,The Good Bowl,"1st Floor, Khasra 52 & 53, Near Shree Shyam Tata Motors, 3 VKI, Sikar Road, Jaipur",[],₹500,"['Asian', 'Biryani', 'North Indian', 'Desserts']",NEW,No-Votes
Sikar Road,Ovenstory Pizza,"1st Floor, Khasra 52 & 53, Near Shree Shyam Tata Motors, 3 VKI, Sikar Road, Jaipur",[],₹400,['Pizza'],4.5,No-Votes
Sikar Road,Angel Resort,"20th Mile Stone, Eden Garden, NH 11, Rajawas, Sikar Road, Jaipur",['Quick Bites'],₹450,['North Indian'],3.7,No-Votes
Sikar Road,Deepak Hotel And Restaurant,"C 11, Bhagwan Nagar 7, Near New Transport Nagar, Todi Harmada, Sikar Road, Jaipur",['Quick Bites'],₹300,"['Street Food', 'North Indian', 'South Indian']",4.1,No-Votes
Sikar Road,Dev Food Corner,"Opposite Chomu Puliya Bus Stand, Sikar Road, Jaipur",['Quick Bites'],₹100,"['Fast Food', 'Street Food']",3.8,No-Votes
Sikar Road,Hotel Leena Palace,"NH 52, Jaipur Bikaner Bypass, Near Nani Circle, Sikar Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.9,No-Votes
Sikar Road,Mauj Mahal Restaurant,"Opposite Suncity, Sikar Road, Jaipur",['Casual Dining'],₹550,['North Indian'],4.2,No-Votes
Sikar Road,Sweet Truth,"1st Floor, Khasra 52 & 53, Near Shree Shyam Tata Motors, 3 VKI, Sikar Road, Jaipur",['Bakery'],₹300,"['Bakery', 'Desserts']",3.9,No-Votes
Sikar Road,Laddu Ka Dhaba,"67, Saket Colony, Vijay Bari, Path 07, Khetan Hospital, Sikar Road, Jaipur",[],₹300,['North Indian'],3.5,No-Votes
Sikar Road,Ambli Restaurent,"Ground Floor, Plot 3, Road 14, V K I A, Opposite Jodla Power House, Sikar Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Chinese', 'Beverages']",3.8,No-Votes
Sikar Road,New Pandit Pav Bhaji,"67, Saket Colony, Vijay Bari, Path 07, Sikar Road, Jaipur",[],₹250,['Fast Food'],3.7,No-Votes
Sikar Road,Majisa Dabeli Center,"Opposite Samudayik Bhavan, Sector 4, Near Sikar Road, Jaipur",[],₹100,['Street Food'],3.6,No-Votes
Vidhyadhar Nagar,Shree Agarwal Caterers,"1/39, Vidhyadhar Nagar, Jaipur",['Sweet Shop'],₹200,"['Mithai', 'Fast Food']",3.7,2560
Vidhyadhar Nagar,Domino's Pizza,"G 11-14 & G 87-90, Ground Floor, Alankar Plaza, Central Spine, Vidyadhar Nagar, Jaipur",['Quick Bites'],₹700,"['Pizza', 'Fast Food']",3.1,1856
Vidhyadhar Nagar,Rasoi Restaurant,"G 5, Shubham Apartment, RTO Office Road, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,['North Indian'],3.8,861
Vidhyadhar Nagar,Khandelwal Dhaba,"Mall Road, Near LG Showroom, Vidhyadhar Nagar, Jaipur",['Dhaba'],₹400,['North Indian'],4.0,1348
Vidhyadhar Nagar,Burger Farm,"Ganpati Paradise, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['Burger', 'Fast Food', 'Beverages']",3.7,539
Vidhyadhar Nagar,Kanha,"Plot 8, Khaitan Plaza, Sector 2, Central Spine Scheme, Vidhyadhar Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹500,"['Mithai', 'Fast Food', 'South Indian', 'North Indian', 'Chinese', 'Street Food', 'Beverages']",3.8,339
Vidhyadhar Nagar,Rominus Pizza And Burger,"Shop G1, Galaxy Plaza, Opposite Balaji Tower 4th, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹600,"['Pizza', 'Burger', 'Fast Food']",3.5,372
Vidhyadhar Nagar,Mahaveer Rabdiwala,"G 13, Dhanshree Tower First, Vidhyadhar Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹300,"['Mithai', 'North Indian']",3.7,345
Vidhyadhar Nagar,The Pizza Unlimited,"Plot 631, Sector 1, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹350,"['Pizza', 'Fast Food']",4.0,304
Vidhyadhar Nagar,The Crust,"A-8, Mall Road, Vidhyadhar Nagar, Jaipur","['Bakery', 'Quick Bites']",₹300,"['Bakery', 'Fast Food']",3.7,284
Vidhyadhar Nagar,Chai-Mate,"G 52, Ganesham Plaza, Near Cine Star Cinema, Central Spine, Sector 2, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹350,"['Fast Food', 'Beverages']",4.0,296
Vidhyadhar Nagar,Hey Dosa!,"G-8, Ganpati Paradise, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,['South Indian'],3.8,235
Vidhyadhar Nagar,Vyanjan,"C 9, Near Shastri Nagar, Hari Nagar, Vidhyadhar Nagar, Jaipur",[],₹350,"['North Indian', 'Fast Food']",3.8,298
Vidhyadhar Nagar,Egg Dee,"A-68B, Mall Road, Ambabari, Naya Khera, Sector 3, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'Street Food', 'North Indian']",3.5,238
Vidhyadhar Nagar,Sodhani Sweets Pvt. Ltd.,"146, Shankar Colony, Opp MGPS School, Naya Kheda, Vidhyadhar Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹200,"['Mithai', 'Street Food', 'South Indian']",3.9,246
Vidhyadhar Nagar,Punjabi Tadka Pure Veg Restaurant,"Plot G26-30, G32-34, Rama Heritage Central Spine Road, Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur",[],₹650,"['North Indian', 'Desserts', 'Beverages']",3.6,225
Vidhyadhar Nagar,Shree Radhey Bakers,"A 5, Mall Road, Sector 1, Vidhyadhar Nagar, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food', 'Street Food', 'South Indian']",3.6,252
Vidhyadhar Nagar,Dana Pani,"B 4, Shubh Laxmi Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'South Indian', 'Chinese', 'Beverages']",3.5,185
Vidhyadhar Nagar,Jodhpur Pokar Sweets And Restaurant,"Rama Heritage, Central Spine Road, Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹400,"['North Indian', 'Mithai', 'Street Food']",3.8,222
Vidhyadhar Nagar,R R Bakers,"G-41, Khaitan Plaza, Near National Handlooms, Vidhyadhar Nagar, Jaipur",['Bakery'],₹450,"['Bakery', 'Fast Food']",3.6,211
Vidhyadhar Nagar,Shri Mahaveer Rabdi Bhandar Bhojnalya,"G-26- 27, Ganpati Tower, Near Biyani Girls College, Vidhyadhar Nagar, Jaipur",['Bhojanalya'],₹300,['North Indian'],3.3,186
Vidhyadhar Nagar,IFC,"Plot 5 & 6, Ganesh Nagar 1, Near Sitawali Fatak, Benar Road, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹500,['Fast Food'],3.6,136
Vidhyadhar Nagar,Tipsy Restaurant,"Ganpati Paradise, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹550,"['North Indian', 'Fast Food']",3.6,141
Vidhyadhar Nagar,Roll Express,"G1 G2, Alankar Plaza, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,['Rolls'],3.7,179
Vidhyadhar Nagar,Cafe Coffee Day,"Inside Alankar Plaza, Central Spine, Vidyadhar Nagar, Jaipur",['Café'],₹700,"['Cafe', 'Beverages', 'Sandwich', 'Fast Food', 'Desserts']",3.6,83
Vidhyadhar Nagar,Jaipur Food Factory - JFF,"G/1/2/3, Khetan Tower, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",3.6,63
Vidhyadhar Nagar,Annapurna Sweets,"G 1, Ganesham Plaza, Opposite Cine Star, Central Spine, Vidhyadhar Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹100,"['Mithai', 'Street Food', 'South Indian']",3.3,138
Vidhyadhar Nagar,Yummy Burger,"Plot G26-30, G32-34, Rama Heritage Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹300,"['Burger', 'Fast Food', 'Beverages', 'Desserts']",3.5,91
Vidhyadhar Nagar,Baskin Robbins,"G-16, Alankar Plaza, Central Spine, Vidhyadhar Nagar, Jaipur",['Dessert Parlor'],₹300,"['Ice Cream', 'Desserts', 'Beverages']",3.7,78
Vidhyadhar Nagar,Havmor,"A-11, Sector-1, Mall Road, Vidhyadhar Nagar, Jaipur",['Dessert Parlor'],₹400,"['Desserts', 'Ice Cream', 'Beverages']",3.5,84
Vidhyadhar Nagar,Krishna Bakery,"A-2, Mall Road, Vidhyadhar Nagar, Jaipur","['Bakery', 'Quick Bites']",₹150,"['Bakery', 'Fast Food']",3.3,81
Vidhyadhar Nagar,Younglifes Cafe,"Shop 99, Green Park, Dadi Ka Phatak, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Pizza']",3.5,61
Vidhyadhar Nagar,Sandwich Box,"G 45, Shrinath Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Café'],₹500,"['Cafe', 'Sandwich', 'Pizza', 'Burger', 'Fast Food', 'Tea', 'Beverages']",3.2,52
Vidhyadhar Nagar,Friend's Bakery & Confectioner's,"Shop G-4, Shubh Labh Enclave, Main JP Colony, Naya Kheda Road Road, Vidhyadhar Nagar, Jaipur","['Quick Bites', 'Bakery']",₹400,"['Fast Food', 'Chinese', 'Bakery']",3.6,72
Vidhyadhar Nagar,Sethi Bar-Be-Que,Delivery Only,[],₹200,"['North Indian', 'Chinese', 'Momos', 'Fast Food']",2.6,38
Vidhyadhar Nagar,Pizza Square,"7, EWS Quarters, Naya Khera, Near Zakariya Masjid, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,"['Pizza', 'Fast Food']",3.7,67
Vidhyadhar Nagar,Cafe Blue Flame (CBF),"G 42 B, Shreenath Tower Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹600,"['Rolls', 'Fast Food', 'North Indian', 'Chinese', 'Mughlai', 'Momos', 'Beverages']",3.6,46
